timestamp,sequence,exchange_timestamp,bid_price_0,bid_size_0,ask_price_0,ask_size_0,bid_price_1,bid_size_1,ask_price_1,ask_size_1,bid_price_2,bid_size_2,ask_price_2,ask_size_2,bid_price_3,bid_size_3,ask_price_3,ask_size_3,bid_price_4,bid_size_4,ask_price_4,ask_size_4,bid_price_5,bid_size_5,ask_price_5,ask_size_5,bid_price_6,bid_size_6,ask_price_6,ask_size_6,bid_price_7,bid_size_7,ask_price_7,ask_size_7,bid_price_8,bid_size_8,ask_price_8,ask_size_8,bid_price_9,bid_size_9,ask_price_9,ask_size_9,bid_price_10,bid_size_10,ask_price_10,ask_size_10,bid_price_11,bid_size_11,ask_price_11,ask_size_11,bid_price_12,bid_size_12,ask_price_12,ask_size_12,bid_price_13,bid_size_13,ask_price_13,ask_size_13,bid_price_14,bid_size_14,ask_price_14,ask_size_14,bid_price_15,bid_size_15,ask_price_15,ask_size_15,bid_price_16,bid_size_16,ask_price_16,ask_size_16,bid_price_17,bid_size_17,ask_price_17,ask_size_17,bid_price_18,bid_size_18,ask_price_18,ask_size_18,bid_price_19,bid_size_19,ask_price_19,ask_size_19
1757015216.673878,1757015216253,1757015216253,109755.0,3.24457,109756.0,15.17236,109754.0,0.00341,109757.0,0.00341,109753.0,0.00341,109758.0,0.03963,109752.0,0.00341,109759.0,0.29735,109750.0,1.82217,109760.0,1.70967,109748.0,0.03622,109761.0,0.16406,109747.0,0.00341,109762.0,0.00374,109746.0,1.00547,109763.0,0.15212,109745.0,0.00341,109764.0,0.00352,109744.0,1.37004,109765.0,2.16002,109743.0,0.00341,109766.0,0.00352,109742.0,0.92384,109767.0,0.45995,109741.0,0.55007,109768.0,0.99007,109740.0,3.38155,109769.0,4.67115,109739.0,0.00341,109770.0,0.8686,109738.0,4.90011,109771.0,4.59895,109737.0,3.28352,109772.0,2.34594,109736.0,3.15172,109773.0,7.44514,109735.0,0.00341,109774.0,1.15626,109734.0,2.05469,109775.0,3.07568
1757015217.1651921,1757015216728,1757015216728,109755.0,0.57423,109756.0,15.21791,109751.0,0.00011,109757.0,0.32226,109750.0,0.45562,109758.0,0.08518,109749.0,0.41159,109759.0,0.97965,109748.0,0.94727,109760.0,0.27503,109747.0,1.37,109761.0,0.16406,109746.0,0.0944,109762.0,0.00374,109745.0,0.92395,109763.0,0.05989,109744.0,0.00341,109764.0,0.54876,109743.0,1.95908,109765.0,3.44891,109742.0,2.08587,109766.0,0.00352,109741.0,3.63778,109767.0,0.45995,109740.0,2.55863,109768.0,1.02562,109739.0,0.91315,109769.0,4.64905,109738.0,5.72942,109770.0,0.84344,109737.0,0.11933,109771.0,4.59895,109736.0,1.38206,109772.0,2.34594,109735.0,1.94847,109773.0,7.44514,109734.0,0.4708,109774.0,1.24725,109733.0,1.42692,109775.0,0.92192
1757015217.7054486,1757015217361,1757015217361,109755.0,0.37511,109756.0,15.30716,109754.0,0.00011,109757.0,1.06364,109753.0,0.00011,109758.0,0.08518,109752.0,0.00011,109759.0,0.97965,109751.0,0.00011,109760.0,0.27503,109750.0,0.45573,109761.0,0.16406,109749.0,0.4117,109762.0,0.00374,109748.0,0.94738,109763.0,0.05989,109747.0,1.37011,109764.0,0.54876,109746.0,0.09451,109765.0,3.44891,109745.0,0.92395,109766.0,0.00352,109744.0,0.00352,109767.0,0.45995,109743.0,1.95908,109768.0,0.9263,109742.0,2.08598,109769.0,4.82538,109741.0,3.63789,109770.0,1.01571,109740.0,2.55874,109771.0,4.59895,109739.0,0.91326,109772.0,2.34594,109738.0,5.72953,109773.0,7.44514,109737.0,0.11944,109774.0,1.11972,109736.0,1.37285,109775.0,6.30567
1757015218.1271977,1757015217788,1757015217788,109755.0,0.65259,109756.0,9.28514,109754.0,0.00011,109757.0,0.8216,109753.0,0.00011,109758.0,0.08518,109752.0,0.00011,109759.0,0.16071,109751.0,0.00011,109760.0,2.91694,109750.0,3.14275,109761.0,0.16406,109749.0,0.26712,109762.0,0.00374,109748.0,0.96017,109763.0,0.19653,109747.0,0.00352,109764.0,0.54876,109746.0,0.68682,109765.0,3.36554,109745.0,2.07568,109766.0,0.00352,109744.0,2.85506,109767.0,0.45995,109743.0,1.82242,109768.0,0.9263,109742.0,0.92395,109769.0,4.64905,109741.0,0.35788,109770.0,0.84344,109740.0,3.74003,109771.0,4.72649,109739.0,3.14555,109772.0,2.34594,109738.0,5.72953,109773.0,7.44514,109737.0,0.84717,109774.0,1.02873,109736.0,1.32729,109775.0,6.30567
1757015218.6300373,1757015218348,1757015218348,109755.0,0.64048,109756.0,9.19732,109754.0,0.00011,109757.0,0.34703,109753.0,0.23711,109758.0,0.08518,109752.0,0.00011,109759.0,0.16071,109751.0,0.92054,109760.0,2.83972,109750.0,3.14275,109761.0,0.16406,109749.0,0.0911,109762.0,1.82567,109748.0,0.96017,109763.0,0.19653,109747.0,2.36906,109764.0,0.00352,109746.0,3.42003,109765.0,3.36554,109745.0,2.07568,109766.0,0.13614,109744.0,0.00352,109767.0,0.45995,109743.0,1.82242,109768.0,0.9263,109742.0,0.96951,109769.0,4.64905,109741.0,0.35788,109770.0,0.84344,109740.0,3.78559,109771.0,4.72649,109739.0,3.14555,109772.0,2.34594,109738.0,5.72953,109773.0,7.44514,109737.0,0.68582,109774.0,1.06428,109736.0,1.41828,109775.0,6.71279
1757015219.272288,1757015218875,1757015218875,109755.0,16.8015,109756.0,0.67101,109754.0,1.82212,109757.0,0.02267,109753.0,0.23711,109758.0,0.03963,109752.0,1.81901,109759.0,0.00352,109751.0,0.92054,109760.0,0.03849,109750.0,1.00235,109761.0,0.14016,109749.0,0.27392,109762.0,0.00374,109748.0,3.31619,109763.0,0.00352,109747.0,6.87122,109764.0,3.28291,109746.0,0.11851,109765.0,0.19083,109745.0,3.20309,109766.0,2.04907,109744.0,3.32869,109767.0,5.01448,109743.0,1.95572,109768.0,0.00587,109742.0,1.04725,109769.0,0.09451,109741.0,1.62389,109770.0,0.38594,109740.0,3.78559,109771.0,6.54693,109739.0,0.95882,109772.0,0.21564,109738.0,8.59813,109773.0,7.44499,109737.0,0.14019,109774.0,0.24492,109736.0,0.11103,109775.0,6.23719
1757015219.969336,1757015219390,1757015219390,109755.0,23.15189,109756.0,0.20011,109754.0,0.00352,109757.0,0.02267,109753.0,0.35551,109758.0,0.03622,109752.0,1.82242,109759.0,0.00011,109751.0,0.92395,109760.0,0.02565,109750.0,0.55026,109761.0,0.00011,109749.0,0.82077,109762.0,0.00352,109748.0,0.96017,109763.0,0.14016,109747.0,4.13802,109764.0,0.00352,109746.0,0.32879,109765.0,0.01285,109745.0,2.05136,109766.0,1.04705,109744.0,3.28358,109767.0,0.45979,109743.0,1.95572,109768.0,0.00587,109742.0,0.93078,109769.0,0.09451,109741.0,2.23434,109770.0,0.93247,109740.0,3.74003,109771.0,8.34974,109739.0,0.36659,109772.0,0.27941,109738.0,8.59813,109773.0,0.20069,109737.0,0.14019,109774.0,0.04452,109736.0,0.48455,109775.0,3.03945
1757015220.5120623,1757015220005,1757015220005,109755.0,24.67758,109756.0,0.20512,109754.0,1.16709,109757.0,0.02267,109753.0,1.31715,109759.0,0.00011,109752.0,3.05301,109760.0,0.02565,109751.0,1.37958,109761.0,0.00011,109750.0,0.82247,109762.0,0.00011,109749.0,1.9957,109763.0,0.00011,109748.0,3.06094,109764.0,0.00011,109747.0,1.82242,109765.0,0.02392,109746.0,0.32879,109766.0,0.02336,109745.0,4.08724,109767.0,0.00011,109744.0,2.4977,109768.0,0.32128,109743.0,1.95572,109769.0,2.87281,109742.0,1.05178,109770.0,0.21285,109741.0,0.17468,109771.0,2.58152,109740.0,3.74003,109772.0,1.59101,109739.0,0.27392,109773.0,0.20069,109738.0,5.47628,109774.0,0.04452,109737.0,0.32243,109775.0,0.18594,109736.0,0.46816,109776.0,1.30275
1757015221.082727,1757015220550,1757015220550,109756.0,49.29226,109757.0,0.02267,109755.0,31.22259,109759.0,0.00011,109754.0,1.16709,109760.0,0.00056,109753.0,1.46863,109761.0,0.00011,109752.0,3.66812,109762.0,0.00011,109751.0,0.98589,109763.0,0.00011,109750.0,1.14142,109764.0,0.00011,109749.0,1.49462,109765.0,0.02392,109748.0,0.96017,109766.0,0.00011,109747.0,1.82242,109767.0,0.00011,109746.0,2.60648,109768.0,0.00029,109745.0,0.92395,109769.0,0.00228,109744.0,0.02036,109770.0,0.00011,109743.0,1.95572,109771.0,0.04565,109742.0,1.05178,109772.0,0.00011,109741.0,7.77866,109773.0,0.1151,109740.0,2.45874,109774.0,0.00011,109739.0,2.55176,109775.0,0.00011,109738.0,2.74285,109776.0,0.02116,109737.0,7.56673,109777.0,0.00011
1757015221.6035287,1757015221096,1757015221096,109767.0,7.5942,109768.0,0.00029,109766.0,6.81963,109769.0,0.00011,109765.0,4.47791,109770.0,0.00011,109764.0,4.00827,109771.0,0.00011,109763.0,2.51628,109772.0,0.00011,109762.0,0.93106,109773.0,0.00011,109761.0,0.93106,109774.0,0.00011,109760.0,0.93107,109775.0,0.13673,109759.0,0.93107,109776.0,0.33996,109758.0,12.77136,109777.0,0.00011,109757.0,5.32602,109778.0,0.94714,109756.0,40.7687,109779.0,2.73251,109755.0,16.42689,109780.0,0.55591,109754.0,3.91526,109781.0,0.57147,109753.0,0.31554,109782.0,1.36968,109752.0,3.05301,109783.0,0.0946,109751.0,1.28837,109784.0,0.41352,109750.0,2.63775,109785.0,0.1061,109749.0,1.44907,109786.0,0.22352,109748.0,0.96017,109787.0,0.00341
